ka_full,category,system_number,system_name,ka_no,statement,ro_imp,sro_imp,status
061 AA2.05,ape,061,(APE 61) Area Radiation Monitoring System Alarms,AA2.05,DELETED,0,0,deleted
061 AA2.06,ape,061,(APE 61) Area Radiation Monitoring System Alarms,AA2.06,(061AA2.06) Ability to determine and/or interpret the following as they apply to (APE 61) AREA RADIATION MONITORING (ARM) System Alarms (CFR: 43.5 / 45.13): Required actions if the alarm channel is out of service,3.4,3.3,active
061 AK1.01,ape,061,(APE 61) Area Radiation Monitoring System Alarms,AK1.01,DELETED,0,0,deleted
061 AK1.02,ape,061,(APE 61) Area Radiation Monitoring System Alarms,AK1.02,(061AK1.02) Knowledge of the operational implications and/or cause and effect relationships of the following concepts as they apply to (APE 61) AREA RADIATION MONITORING (ARM) System Alarms (CFR: 41.8 / 41.10 / 45.3): Adverse containment conditions,3.6,3.6,active
061 AK2.01,ape,061,(APE 61) Area Radiation Monitoring System Alarms,AK2.01,(061AK2.01) Knowledge of the relationship between (APE 61) AREA RADIATION MONITORING (ARM) System Alarms and the following systems or components (CFR: 41.7 / 45.7): Areas or systems monitored by the ARM system,3.1,3.1,active
061 AK2.02,ape,061,(APE 61) Area Radiation Monitoring System Alarms,AK2.02,(061AK2.02) Knowledge of the relationship between (APE 61) AREA RADIATION MONITORING (ARM) System Alarms and the following systems or components (CFR: 41.7 / 45.7): RCS,3.2,3.2,active
061 AK2.03,ape,061,(APE 61) Area Radiation Monitoring System Alarms,AK2.03,(061AK2.03) Knowledge of the relationship between (APE 61) AREA RADIATION MONITORING (ARM) System Alarms and the following systems or components (CFR: 41.7 / 45.7): CVCS,3.1,3.1,active
061 AK2.04,ape,061,(APE 61) Area Radiation Monitoring System Alarms,AK2.04,(061AK2.04) Knowledge of the relationship between (APE 61) AREA RADIATION MONITORING (ARM) System Alarms and the following systems or components (CFR: 41.7 / 45.7): RHR,3,3,active
061 AK2.05,ape,061,(APE 61) Area Radiation Monitoring System Alarms,AK2.05,(061AK2.05) Knowledge of the relationship between (APE 61) AREA RADIATION MONITORING (ARM) System Alarms and the following systems or components (CFR: 41.7 / 45.7): SFPCS,3.3,3.3,active
061 AK2.06,ape,061,(APE 61) Area Radiation Monitoring System Alarms,AK2.06,(061AK2.06) Knowledge of the relationship between (APE 61) AREA RADIATION MONITORING (ARM) System Alarms and the following systems or components (CFR: 41.7 / 45.7): Refueling pool,3.4,3.4,active
061 AK3.01,ape,061,(APE 61) Area Radiation Monitoring System Alarms,AK3.01,(061AK3.01) Knowledge of the reasons for the following responses and/or actions as they apply to (APE 61) AREA RADIATION MONITORING (ARM) System Alarms (CFR: 41.5 / 41.10 / 45.6 / 45.13): Effect of temperature inversion on the ARM system channel indications,2.5,2.5,active
061 AK3.02,ape,061,(APE 61) Area Radiation Monitoring System Alarms,AK3.02,(061AK3.02) Knowledge of the reasons for the following responses and/or actions as they apply to (APE 61) AREA RADIATION MONITORING (ARM) System Alarms (CFR: 41.5 / 41.10 / 45.6 / 45.13): Guidance contained in alarm response for the ARM system,3.4,3.4,active
062 AA1.01,ape,062,(APE 62) Loss of Nuclear Service Water,AA1.01,(062AA1.01) Ability to operate and/or monitor the following as they apply to (APE 62) LOSS OF SERVICE WATER (CFR: 41.7 / 45.5 / 45.6): Service water temperature indications,3.4,3.4,active
062 AA1.02,ape,062,(APE 62) Loss of Nuclear Service Water,AA1.02,(062AA1.02) Ability to operate and/or monitor the following as they apply to (APE 62) LOSS OF SERVICE WATER (CFR: 41.7 / 45.5 / 45.6): Loads on the SWS in the control room,3.6,3.6,active
062 AA1.03,ape,062,(APE 62) Loss of Nuclear Service Water,AA1.03,(062AA1.03) Ability to operate and/or monitor the following as they apply to (APE 62) LOSS OF SERVICE WATER (CFR: 41.7 / 45.5 / 45.6): SWS as a backup to the CCWS,3.1,3.1,active
062 AA1.04,ape,062,(APE 62) Loss of Nuclear Service Water,AA1.04,(062AA1.04) Ability to operate and/or monitor the following as they apply to (APE 62) LOSS OF SERVICE WATER (CFR: 41.7 / 45.5 / 45.6): CRDM high-temperature alarm system,3.1,3.1,active
062 AA1.05,ape,062,(APE 62) Loss of Nuclear Service Water,AA1.05,(062AA1.05) Ability to operate and/or monitor the following as they apply to (APE 62) LOSS OF SERVICE WATER (CFR: 41.7 / 45.5 / 45.6): CCWS,3.4,3.4,active
062 AA1.06,ape,062,(APE 62) Loss of Nuclear Service Water,AA1.06,(062AA1.06) Ability to operate and/or monitor the following as they apply to (APE 62) LOSS OF SERVICE WATER (CFR: 41.7 / 45.5 / 45.6): Control of flow rates to components cooled by the SWS,3.2,3.2,active
062 AA1.07,ape,062,(APE 62) Loss of Nuclear Service Water,AA1.07,DELETED,0,0,deleted
062 AA1.08,ape,062,(APE 62) Loss of Nuclear Service Water,AA1.08,(062AA1.08) Ability to operate and/or monitor the following as they apply to (APE 62) LOSS OF SERVICE WATER (CFR: 41.7 / 45.5 / 45.6): Alignment/cross-connection of backup systems,3.5,3.5,active
062 AA1.09,ape,062,(APE 62) Loss of Nuclear Service Water,AA1.09,(062AA1.09) Ability to operate and/or monitor the following as they apply to (APE 62) LOSS OF SERVICE WATER (CFR: 41.7 / 45.5 / 45.6): The valve lineups necessary to restart the SWS while bypassing the portion of the system causing the abnormal condition,3.3,3.3,active
062 AA2.01,ape,062,(APE 62) Loss of Nuclear Service Water,AA2.01,(062AA2.01) Ability to determine and/or interpret the following as they apply to (APE 62) LOSS OF SERVICE WATER (CFR: 43.5 / 45.13): Location of a leak in the SWS,3.5,3.5,active
062 AA2.02,ape,062,(APE 62) Loss of Nuclear Service Water,AA2.02,(062AA2.02) Ability to determine and/or interpret the following as they apply to (APE 62) LOSS OF SERVICE WATER (CFR: 43.5 / 45.13): The cause of possible SWS loss,3.8,3.3,active
062 AA2.03,ape,062,(APE 62) Loss of Nuclear Service Water,AA2.03,DELETED,0,0,deleted
062 AA2.04,ape,062,(APE 62) Loss of Nuclear Service Water,AA2.04,(062AA2.04) Ability to determine and/or interpret the following as they apply to (APE 62) LOSS OF SERVICE WATER (CFR: 43.5 / 45.13): The normal values and upper limits for the temperatures of the components cooled by SWS,3,3.1,active
062 AA2.05,ape,062,(APE 62) Loss of Nuclear Service Water,AA2.05,(062AA2.05) Ability to determine and/or interpret the following as they apply to (APE 62) LOSS OF SERVICE WATER (CFR: 43.5 / 45.13): The normal values for the SWS-header flow rate and the flow rates to the components cooled by the SWS,3.3,3,active
062 AA2.06,ape,062,(APE 62) Loss of Nuclear Service Water,AA2.06,(062AA2.06) Ability to determine and/or interpret the following as they apply to (APE 62) LOSS OF SERVICE WATER (CFR: 43.5 / 45.13): The length of time after the loss of SWS flow to a component before that component may be damaged,3.3,3.2,active
062 AA2.07,ape,062,(APE 62) Loss of Nuclear Service Water,AA2.07,(062AA2.07) Ability to determine and/or interpret the following as they apply to (APE 62) LOSS OF SERVICE WATER (CFR: 43.5 / 45.13): Implementation of TS requirements for loss of service water,3,4,active
062 AK1.01,ape,062,(APE 62) Loss of Nuclear Service Water,AK1.01,(062AK1.01) Knowledge of the operational implications and/or cause and effect relationships of the following concepts as they apply to (APE 62) LOSS OF SERVICE WATER (CFR: 41.8 / 41.10 / 45.3): Effect on loads cooled by service water,3.8,3.8,active
062 AK1.02,ape,062,(APE 62) Loss of Nuclear Service Water,AK1.02,(062AK1.02) Knowledge of the operational implications and/or cause and effect relationships of the following concepts as they apply to (APE 62) LOSS OF SERVICE WATER (CFR: 41.8 / 41.10 / 45.3): Knowledge of backup cooling water systems,3.5,3.5,active
062 AK2.01,ape,062,(APE 62) Loss of Nuclear Service Water,AK2.01,(062AK2.01) Knowledge of the relationship between (APE 62) LOSS OF SERVICE WATER and the following systems or components (CFR: 41.7 / 45.7): CCW,3.7,3.7,active
062 AK2.02,ape,062,(APE 62) Loss of Nuclear Service Water,AK2.02,(062AK2.02) Knowledge of the relationship between (APE 62) LOSS OF SERVICE WATER and the following systems or components (CFR: 41.7 / 45.7): IAS,3,3,active
062 AK2.03,ape,062,(APE 62) Loss of Nuclear Service Water,AK2.03,(062AK2.03) Knowledge of the relationship between (APE 62) LOSS OF SERVICE WATER and the following systems or components (CFR: 41.7 / 45.7): CVCS,3.5,3.5,active
062 AK2.04,ape,062,(APE 62) Loss of Nuclear Service Water,AK2.04,(062AK2.04) Knowledge of the relationship between (APE 62) LOSS OF SERVICE WATER and the following systems or components (CFR: 41.7 / 45.7): Chilled water systems,3,3,active
062 AK2.05,ape,062,(APE 62) Loss of Nuclear Service Water,AK2.05,(062AK2.05) Knowledge of the relationship between (APE 62) LOSS OF SERVICE WATER and the following systems or components (CFR: 41.7 / 45.7): SFPCS,3.6,3.6,active
062 AK2.06,ape,062,(APE 62) Loss of Nuclear Service Water,AK2.06,(062AK2.06) Knowledge of the relationship between (APE 62) LOSS OF SERVICE WATER and the following systems or components (CFR: 41.7 / 45.7): RHR,3.7,3.7,active
062 AK2.07,ape,062,(APE 62) Loss of Nuclear Service Water,AK2.07,(062AK2.07) Knowledge of the relationship between (APE 62) LOSS OF SERVICE WATER and the following systems or components (CFR: 41.7 / 45.7): EDG system,4,4,active
062 AK2.08,ape,062,(APE 62) Loss of Nuclear Service Water,AK2.08,(062AK2.08) Knowledge of the relationship between (APE 62) LOSS OF SERVICE WATER and the following systems or components (CFR: 41.7 / 45.7): PRMS,3,3,active
062 AK2.09,ape,062,(APE 62) Loss of Nuclear Service Water,AK2.09,(062AK2.09) Knowledge of the relationship between (APE 62) LOSS OF SERVICE WATER and the following systems or components (CFR: 41.7 / 45.7): AFW system,3.3,3.3,active
062 AK3.01,ape,062,(APE 62) Loss of Nuclear Service Water,AK3.01,(062AK3.01) Knowledge of the reasons for the following responses and/or actions as they apply to (APE 62) LOSS OF SERVICE WATER (CFR: 41.4 / 41.8 / 45.7): The conditions that will initiate the automatic opening and closing of the SWS isolation valves to the service water coolers,3.5,3.5,active
062 AK3.02,ape,062,(APE 62) Loss of Nuclear Service Water,AK3.02,(062AK3.02) Knowledge of the reasons for the following responses and/or actions as they apply to (APE 62) LOSS OF SERVICE WATER (CFR: 41.4 / 41.8 / 45.7): The automatic actions (alignments) within the service water resulting from the actuation of the ESFAS,3.9,3.9,active
062 AK3.03,ape,062,(APE 62) Loss of Nuclear Service Water,AK3.03,(062AK3.03) Knowledge of the reasons for the following responses and/or actions as they apply to (APE 62) LOSS OF SERVICE WATER (CFR: 41.4 / 41.8 / 45.7): Guidance actions contained in AOPs for loss of service water,3.9,3.9,active
062 AK3.04,ape,062,(APE 62) Loss of Nuclear Service Water,AK3.04,(062AK3.04) Knowledge of the reasons for the following responses and/or actions as they apply to (APE 62) LOSS OF SERVICE WATER (CFR: 41.4 / 41.8 / 45.7): Effect on the service water discharge flow header of a loss of CCW,3.3,3.3,active
065 AA1.01,ape,065,(APE 65) Loss of Instrument Air,AA1.01,(065AA1.01) Ability to operate and/or monitor the following as they apply to (APE 65) LOSS OF Instrument Air (CFR: 41.7 / 45.5 / 45.6): Remote manual loaders,2.9,2.9,active
065 AA1.02,ape,065,(APE 65) Loss of Instrument Air,AA1.02,(065AA1.02) Ability to operate and/or monitor the following as they apply to (APE 65) LOSS OF Instrument Air (CFR: 41.7 / 45.5 / 45.6): Components served by instrument air to minimize drain on the system,2.9,2.9,active
065 AA1.03,ape,065,(APE 65) Loss of Instrument Air,AA1.03,(065AA1.03) Ability to operate and/or monitor the following as they apply to (APE 65) LOSS OF Instrument Air (CFR: 41.7 / 45.5 / 45.6): Restoration of systems served by instrument air when pressure is regained,3.1,3.1,active
065 AA1.04,ape,065,(APE 65) Loss of Instrument Air,AA1.04,(065AA1.04) Ability to operate and/or monitor the following as they apply to (APE 65) LOSS OF Instrument Air (CFR: 41.7 / 45.5 / 45.6): Emergency air compressor,3.4,3.4,active
065 AA1.05,ape,065,(APE 65) Loss of Instrument Air,AA1.05,(065AA1.05) Ability to operate and/or monitor the following as they apply to (APE 65) LOSS OF Instrument Air (CFR: 41.7 / 45.5 / 45.6): RPS,3.2,3.2,active
065 AA1.06,ape,065,(APE 65) Loss of Instrument Air,AA1.06,(065AA1.06) Ability to operate and/or monitor the following as they apply to (APE 65) LOSS OF Instrument Air (CFR: 41.7 / 45.5 / 45.6): Instrument air header cross-connect valves,3.3,3.3,active
065 AA1.07,ape,065,(APE 65) Loss of Instrument Air,AA1.07,(065AA1.07) Ability to operate and/or monitor the following as they apply to (APE 65) LOSS OF Instrument Air (CFR: 41.7 / 45.5 / 45.6): Instrument and/or service air compressors,3.3,3.3,active
065 AA1.08,ape,065,(APE 65) Loss of Instrument Air,AA1.08,(065AA1.08) Ability to operate and/or monitor the following as they apply to (APE 65) LOSS OF Instrument Air (CFR: 41.7 / 45.5 / 45.6): Instrument and/or service air dryers,3.2,3.2,active
065 AA2.01,ape,065,(APE 65) Loss of Instrument Air,AA2.01,(065AA2.01) Ability to determine and/or interpret the following as they apply to (APE 65) LOSS OF Instrument Air (CFR: 41.10 / 43.5 / 45.13): Low-pressure instrument air alarm,3.8,3.5,active
065 AA2.02,ape,065,(APE 65) Loss of Instrument Air,AA2.02,(065AA2.02) Ability to determine and/or interpret the following as they apply to (APE 65) LOSS OF Instrument Air (CFR: 41.10 / 43.5 / 45.13): Airflow readings,2.7,2.7,active
065 AA2.03,ape,065,(APE 65) Loss of Instrument Air,AA2.03,(065AA2.03) Ability to determine and/or interpret the following as they apply to (APE 65) LOSS OF Instrument Air (CFR: 41.10 / 43.5 / 45.13): Location and isolation of leaks,4,3.2,active
065 AA2.04,ape,065,(APE 65) Loss of Instrument Air,AA2.04,"(065AA2.04) Ability to determine and/or interpret the following as they apply to (APE 65) LOSS OF Instrument Air (CFR: 41.10 / 43.5 / 45.13): Typical conditions that could cause a compressor trip (e.g., high temperature)",3.5,2.9,active
065 AA2.05,ape,065,(APE 65) Loss of Instrument Air,AA2.05,DELETED,0,0,deleted
065 AA2.06,ape,065,(APE 65) Loss of Instrument Air,AA2.06,DELETED,0,0,deleted
065 AA2.07,ape,065,(APE 65) Loss of Instrument Air,AA2.07,(065AA2.07) Ability to determine and/or interpret the following as they apply to (APE 65) LOSS OF Instrument Air (CFR: 41.10 / 43.5 / 45.13): Determination of whether backup nitrogen supply is controlling the valve position,3.3,3.2,active
065 AA2.08,ape,065,(APE 65) Loss of Instrument Air,AA2.08,DELETED,0,0,deleted
065 AA2.09,ape,065,(APE 65) Loss of Instrument Air,AA2.09,(065AA2.09) Ability to determine and/or interpret the following as they apply to (APE 65) LOSS OF Instrument Air (CFR: 41.10 / 43.5 / 45.13): Automatic IAS responses as air header pressure lowers,3.3,3.3,active
065 AA2.10,ape,065,(APE 65) Loss of Instrument Air,AA2.10,(065AA2.10) Ability to determine and/or interpret the following as they apply to (APE 65) LOSS OF Instrument Air (CFR: 41.10 / 43.5 / 45.13): Instrument air pressure,3.8,3.5,active
065 AA2.11,ape,065,(APE 65) Loss of Instrument Air,AA2.11,(065AA2.11) Ability to determine and/or interpret the following as they apply to (APE 65) LOSS OF Instrument Air (CFR: 41.10 / 43.5 / 45.13): Instrument airflows,3.3,2.7,active
065 AA2.12,ape,065,(APE 65) Loss of Instrument Air,AA2.12,"(065AA2.12) Ability to determine and/or interpret the following as they apply to (APE 65) LOSS OF Instrument Air (CFR: 41.10 / 43.5 / 45.13): Implementation of TS and/or TRM as appropriate for loss of, or degraded, IAS",3,3.7,active
065 AK1.01,ape,065,(APE 65) Loss of Instrument Air,AK1.01,DELETED,0,0,deleted
065 AK1.02,ape,065,(APE 65) Loss of Instrument Air,AK1.02,(065AK1.02) Knowledge of the operational implications and/or cause and effect relationships of the following concepts as they apply to (APE 65) LOSS OF Instrument Air (CFR: 41.8 / 41.10 / 45.3): Effects of water and/or particulate matter in instrument air lines (operating experience),3.1,3.1,active
065 AK1.03,ape,065,(APE 65) Loss of Instrument Air,AK1.03,(065AK1.03) Knowledge of the operational implications and/or cause and effect relationships of the following concepts as they apply to (APE 65) LOSS OF Instrument Air (CFR: 41.8 / 41.10 / 45.3): Failure modes of air-operated equipment,3.7,3.7,active
065 AK2.01,ape,065,(APE 65) Loss of Instrument Air,AK2.01,DELETED,0,0,deleted
065 AK2.02,ape,065,(APE 65) Loss of Instrument Air,AK2.02,DELETED,0,0,deleted
065 AK2.03,ape,065,(APE 65) Loss of Instrument Air,AK2.03,DELETED,0,0,deleted
065 AK2.04,ape,065,(APE 65) Loss of Instrument Air,AK2.04,DELETED,0,0,deleted
065 AK2.05,ape,065,(APE 65) Loss of Instrument Air,AK2.05,"(065AK2.05) Knowledge of the relationship between (APE 65) LOSS OF Instrument Air and the following systems or components (CFR: 41.7 / 45.7): Instrument air dryers, filters, and/or heat exchangers",3.1,3.1,active
065 AK2.06,ape,065,(APE 65) Loss of Instrument Air,AK2.06,(065AK2.06) Knowledge of the relationship between (APE 65) LOSS OF Instrument Air and the following systems or components (CFR: 41.7 / 45.7): Backup air sources for components operated by instrument air,3.6,3.6,active
065 AK2.07,ape,065,(APE 65) Loss of Instrument Air,AK2.07,(065AK2.07) Knowledge of the relationship between (APE 65) LOSS OF Instrument Air and the following systems or components (CFR: 41.7 / 45.7): RCS,3.2,3.2,active
065 AK2.08,ape,065,(APE 65) Loss of Instrument Air,AK2.08,(065AK2.08) Knowledge of the relationship between (APE 65) LOSS OF Instrument Air and the following systems or components (CFR: 41.7 / 45.7): CVCS,3.5,3.5,active
